,like,reply,retweet,time,username,text,status,tweet_link,clean,prediction
35,0,0,0,2023-07-08 14:27:11,@sehunapiyak10,"Guys ada yang mau beli tiket Jakarta Fair buat Minggu 09 Juli 2023 gg? Aku salah pilih tanggal, kalo liat proof dm aja yaa #JakartaFair2023",1677580071148875776,https://twitter.com/@sehunapiyak10/status/1677580071148875776,teman ada yang mau beli tiket jakarta fair buat minggu juli enggak saya salah pilih tanggal jika lihat proof dm saja ya,1
36,0,0,0,2023-07-08 14:24:55,@jwkiten,pegel bgt abis main ke prj,1677579501713387520,https://twitter.com/@jwkiten/status/1677579501713387520,gel banget habis main ke prj,1
37,0,0,0,2023-07-08 14:24:38,@hariowcks,"Untung yaa masih sempet packing walaupun sibuk, yaudah sekarang tidur aja istirahat   @N_ShaniJKT48  btw lucu bgt sampe klarifikasi haha, awalnya yg di PRJ aku kira juga nangis sih tapi pas diliat lagi emg lap keringat  firasat ku sih keknya bakal nangis lgi nih di tour #PeShan",1677579431286820864,https://twitter.com/@hariowcks/status/1677579431286820864,untung ya masih sempat packing walaupun sibuk ya sudah sekarang tidur saja istirahat ngomong-ngomong lucu banget sampai klarifikasi tertawa awal yang di prj saya kira juga menang sih tapi pas lihat lagi memang lap keringat firasat ku sih kayak bakal menang lagi ini di tour,1
38,0,0,0,2023-07-08 14:23:50,@Fais_KW,"Yaudah mumpung ada waktu buat tidur di manfaatkan dengan baik, selamat tidur hehe.  Gimana mau dateng cici aja gk ke Surabaya hehe.  Iya iya percaya cici waktu prj semalam ga nangis. Aman aja ci yang penting cici bahagia dan tenang.  @N_ShaniJKT48  #PeShan",1677579227120664576,https://twitter.com/@Fais_KW/status/1677579227120664576,ya sudah selagi ada waktu buat tidur di manfaat dengan baik selamat tidur he bagaimana mau datang cici saja enggak ke surabaya he iya iya percaya cici waktu prj malam enggak menang aman saja ci yang penting cici bahagia dan tenang,1
39,0,1,0,2023-07-08 14:18:00,@jejugoreng,"gua pgn cerita dah, jadi tu, kmrn gua ke prj fm mng kan, nah pas mereka dtg tu gue kaget bgt, karna pada secantik itu, gua nangis njir, abis tu ada mba2 depan gua pake baju item kl gasalah, trs ka olivia notice gue, gue di tanya kenapa, trs sm mba2 baju item blg ""nangis"" terus -",1677577758598385664,https://twitter.com/@jejugoreng/status/1677577758598385664,aku pengin cerita deh jadi itu kemarin aku ke prj fm mng kan nah pas mereka datang itu aku kaget banget karena pada cantik itu aku menang anjir habis itu ada mbak depan aku pakai baju hitam kalau enggak salah terus kak olivia notice aku aku di tanya kenapa terus sama mbak baju hitam bilang menang terus,1
40,0,0,0,2023-07-08 14:13:53,@0xs4sa,ak tdi tidur mimpi dijejelin setan yang di PRJ ituu ya Allah ya rabbi ,1677576723767128067,https://twitter.com/@0xs4sa/status/1677576723767128067,aku tadi tidur mimpi dijejelin setan yang di prj itu iya allah iya rabbi,1
41,0,1,0,2023-07-08 14:08:10,@byulswork,tolong lah efek event beauty di prj sama 7.7 ini aku udh boros bngt cekout mekap mulu mana jajan leot mulu lgi ,1677575285557047299,https://twitter.com/@byulswork/status/1677575285557047299,tolong lah efek event beauty di prj sama ini saya sudah boros banget cekout mekap terus mana jajan leot terus lagi,1
42,0,0,0,2023-07-08 14:06:02,@putrichuuu,Sabtu minggu kemaren main. Senin mam sushi tei di gi. Selasa dirumah. Rabu ke PRJ. Kamis dirumah. Jum'at badminton+nongkrong. Sabtu sekarang ke bogor. Badan sama dompet gue ga karuaann,1677574748568702978,https://twitter.com/@putrichuuu/status/1677574748568702978,sabtu minggu kemarin main senin makan sushi tei di gi selasa rumah rabu ke prj kamis rumah jum at badminton nongkrong sabtu sekarang ke bogor badan sama dompet aku enggak karuaann,1
43,0,0,0,2023-07-08 13:54:31,@nothertime_,Mau prj date,1677571851156090881,https://twitter.com/@nothertime_/status/1677571851156090881,mau prj date,1
44,0,2,0,2023-07-08 13:53:15,@KokuMONTGOMERY,Mau sungkem sama setel lagu Taylor di PRJ deket tempat kuliner.,1677571530908389381,https://twitter.com/@KokuMONTGOMERY/status/1677571530908389381,mau sungkem sama setel lagu taylor di prj dekat tempat kuliner,1
45,0,0,0,2023-07-08 13:51:29,@renjuneiei,YES KE PRJ,1677571086966489088,https://twitter.com/@renjuneiei/status/1677571086966489088,yes ke prj,1
46,0,0,0,2023-07-08 13:50:54,@fzlvve,aku mau ke prj,1677570941638045697,https://twitter.com/@fzlvve/status/1677570941638045697,saya mau ke prj,1
47,0,0,0,2023-07-08 13:46:03,@kompuater,prj masih rame ga sih?,1677569718658666496,https://twitter.com/@kompuater/status/1677569718658666496,prj masih ramai enggak sih,1
48,0,1,0,2023-07-08 13:45:12,@sIeepinprinceee,PRJ ZERU BGT???,1677569506863112193,https://twitter.com/@sIeepinprinceee/status/1677569506863112193,prj zeru banget,0
49,0,0,0,2023-07-08 13:41:41,@powerenjeremas,Siap² ke PRJ,1677568620174639106,https://twitter.com/@powerenjeremas/status/1677568620174639106,siap ke prj,0
50,0,0,0,2023-07-08 13:41:29,@everyone_woohoo,W diajakin ke PRJ lagi ya Allah udh 2 kali kesana,1677568570560253952,https://twitter.com/@everyone_woohoo/status/1677568570560253952,diajakin ke prj lagi iya allah sudah kali kesana,1
51,0,0,0,2023-07-08 13:37:59,@iyandodolipet,Ke Prj yuuukkk nonton konserrr,1677567688263237633,https://twitter.com/@iyandodolipet/status/1677567688263237633,ke prj yuk tonton konser,0
52,0,4,0,2023-07-08 13:34:32,@inkedscent,gue ilang di prj bangsattt,1677566821850034178,https://twitter.com/@inkedscent/status/1677566821850034178,aku hilang di prj bangsat,0
53,0,0,2,2023-07-08 13:31:00,@elleminerale,open jastip prj #zonauang #zonaprj,1677565932221386752,https://twitter.com/@elleminerale/status/1677565932221386752,open jastip prj,0
54,0,0,0,2023-07-08 13:26:27,@myloveforthv,udh khatam gue klo ke prj,1677564784915681280,https://twitter.com/@myloveforthv/status/1677564784915681280,sudah khatam aku kalo ke prj,0
55,1,1,0,2023-07-08 13:16:32,@yametkudasi69,Anjir prj panas bgtt mana sendirian,1677562289548058624,https://twitter.com/@yametkudasi69/status/1677562289548058624,prj panas banget mana sendiri,1
56,0,0,0,2023-07-08 13:15:38,@peanutbubs,ke jakarta fair makan nya tetep shihlin karna BINGUNG banget segala penuuuuh,1677562065928740864,https://twitter.com/@peanutbubs/status/1677562065928740864,ke jakarta fair makan nya tetap shihlin karena bingung banget segala penuh,1
57,0,0,0,2023-07-08 13:11:49,@safeeea_,Rekor bgt ini gue ke prj udah 5kali,1677561103394689025,https://twitter.com/@safeeea_/status/1677561103394689025,rekor banget ini aku ke prj sudah kali,1
58,0,1,0,2023-07-08 13:08:15,@SINDOnews,"Tinggal 8 hari menuju pentupan Jakarta Fair Kemayoran. Siapa yang udah jalan-jalan, hunting diskon, beli chiki, makan kerak telor dan nonton konsernya? Malam nanti Jakarta Fair Music Concert akan kembali dimeriahkan Tony Q Rastafara ditemani Dhyo Haw, Foru dan Slurr.",1677560208061767682,https://twitter.com/@SINDOnews/status/1677560208061767682,tinggal hari tuju pentupan jakarta fair mayor siapa yang sudah jalan jalan hunting diskon beli chiki makan kerak telor dan tonton konser malam nanti jakarta fair music conceakan kembali riah tony rastafara tani dhyo haw foru dan slurr,0
59,0,0,0,2023-07-08 13:02:46,@booblee616,Prj rame tp keknya akan lbh rame ntar sore,1677558826562908160,https://twitter.com/@booblee616/status/1677558826562908160,prj ramai tapi kayak akan lebih ramai entar sore,0
60,1,0,0,2023-07-08 13:01:29,@nigritude_,"Kenapa temen gue pada males kalo diajakin ngebolang naek transport umum such as krl, mrt...kadang pada milih ""bareng gue aja naek mobil""  Bro lu harus romantisasi naek krl, mrt, TJ terus makan di minimarket biar kek di Kr/Jp anjir. Naek mobil di Jkt apalagi musim PRJ is suck af",1677558502657761282,https://twitter.com/@nigritude_/status/1677558502657761282,kenapa teman aku pada malas jika diajakin ngebolang naik transpoumum such as krl kadang pada pilih bareng aku saja naik mobil saudara laki kamu harus romantisasi naik krl tj terus makan di minimarket supaya kayak di kira jp naik mobil di jakarta apalagi musim prj is suck af,1
61,0,0,0,2023-07-08 13:01:20,@kyungkkyungg,"Kemarin pun kalo bukan buat ngehibur dia ga bakal mau ke prj, no matter how much I ask",1677558465613672448,https://twitter.com/@kyungkkyungg/status/1677558465613672448,kemarin pun jika bukan buat ngehibur dia enggak bakal mau ke prj no matter how much ask,1
62,0,0,0,2023-07-08 13:01:17,@seoleluna,"Ke PRJ. Orang nenteng chiki, gue nenteng bakpia, kaldu jamur, perlengkapan rumah",1677558451499835393,https://twitter.com/@seoleluna/status/1677558451499835393,ke prj orang nenteng chiki aku nenteng bakpia kaldu jamur lengkap rumah,1
63,1,2,0,2023-07-08 13:00:29,@agannyi,Ayo kita ke jakarta fair...,1677558252417200134,https://twitter.com/@agannyi/status/1677558252417200134,ayo kita ke jakarta fair,0
64,0,0,0,2023-07-08 12:58:26,@cencorangkayang,Pengin ke prj wkwk,1677557736341659648,https://twitter.com/@cencorangkayang/status/1677557736341659648,pengin ke prj wkwk,1
65,0,1,0,2023-07-08 12:57:20,@najmattoriq,foto prj bagus bagus bgt coy,1677557458351575041,https://twitter.com/@najmattoriq/status/1677557458351575041,foto prj bagus bagus banget coy,1
66,0,2,0,2023-07-08 12:55:33,@hyuckplaces,"gue tanya ya ni buat semua orang, EMANG ADA APAAN ANJRIT DI PRJ??? STOP BGT BUAT SEMUA JALAN MERAH DARAH ALIAS MACET DIMANA MANAAAAAA. pantat gue pegel .",1677557011989553152,https://twitter.com/@hyuckplaces/status/1677557011989553152,aku tanya iya ini buat semua orang memang ada apa anjing di prj stop banget buat semua jalan merah darah alias macet mana mana pantat aku gel,1
67,0,0,0,2023-07-08 12:53:37,@jessgyuwon,ADA YG MAU JASTIP PRJ? Aku lgi di prj sampe jem 9 mlm aja ni! Fee around 5-10k (khusus helm 15k). Yg mau bsa dm aku buat join grup ya,1677556525303496704,https://twitter.com/@jessgyuwon/status/1677556525303496704,ada yang mau jastip prj saya lagi di prj sampai jam malam saja ini fee around khusus helm yang mau bisa dm saya buat join grup iya,1
68,0,0,0,2023-07-08 12:50:56,@mponsua,saran gw hrs bli ap di prj,1677555849110388737,https://twitter.com/@mponsua/status/1677555849110388737,saran gue harus beli apa di prj,1
69,0,0,0,2023-07-08 12:45:20,@CitizensMills,Prj rame gasi gays? Pgn kesana nih,1677554440264613890,https://twitter.com/@CitizensMills/status/1677554440264613890,prj ramai gas gays pengin kesana ini,0
70,1,0,0,2023-07-08 12:42:48,·,kesampean jg beli jeans levis di prj HAHAHAHAHAHA,1677553800767479809,https://twitter.com/·/status/1677553800767479809,sampai juga beli jeans levis di prj hahahahahaha,0
71,0,0,0,2023-07-08 12:31:33,@tasyasyafa29,Kemarin pas di PRJ banyak banget fansnya Freya ,1677550970115620864,https://twitter.com/@tasyasyafa29/status/1677550970115620864,kemarin pas di prj banyak banget fansnya freya,1
72,0,0,0,2023-07-08 12:22:41,@JakartaFairID,"Mimin juga gak akan pernah bosan untuk selalu memberikan himbauan bahwa kebersihan #JakartaFair2023 adalah tanggung jawab kita semua.  Maka dari itu, penting untuk menjaga kebersihan agar kita semua merasa nyaman saat berkunjung ke #JakartaFair!",1677548739622481920,https://twitter.com/@JakartaFairID/status/1677548739622481920,admin juga enggak akan pernah bosan untuk selalu beri himbauan bahwa bersih adalah tanggung jawab kita semua maka dari itu penting untuk jaga bersih agar kita semua rasa nyaman saat kunjung ke,1
73,0,0,0,2023-07-08 12:19:47,@jaeminkue,prj rame bgt anjrit energiku habis duluan,1677548011126427648,https://twitter.com/@jaeminkue/status/1677548011126427648,prj ramai banget anjing energi habis duluan,0
74,0,1,0,2023-07-08 12:14:51,@yamasakitu,"Gw kerja di marketing Dimana proses procure brosur itu lewat gw dulu, fyi, untuk brosur ukuran A4 itu Rp 5000- belasan rebu per lembar, jadi manteman kalo ke PRJ atau semacamnya, bole diusahakan gak ambil brosur random yang ga dibutuhkan bgt, ngurangin sampah juga kan",1677546770170281984,https://twitter.com/@yamasakitu/status/1677546770170281984,gue kerja di marketing mana proses procure brosur itu lewat gue dulu bagai informasi untuk brosur ukur itu rp bas rebu per lembar jadi manteman jika ke prj atau macam boleh usaha enggak ambil brosur random yang enggak butuh banget ngurangin sampah juga kan,1
75,0,1,0,2023-07-08 12:14:43,@internetf4mouss,anjir hari ini w diajakin ke prj aslinya mah skip bgt tapi yaudah daripada bingung mo kemana,1677546734581616642,https://twitter.com/@internetf4mouss/status/1677546734581616642,hari ini diajakin ke prj asli mah skip banget tapi ya sudah daripada bingung mau mana,1
76,0,0,0,2023-07-08 12:09:52,@forrrreg,prj dpt parkir ga ya,1677545515075141632,https://twitter.com/@forrrreg/status/1677545515075141632,prj dapat parkir enggak iya,0
77,0,1,0,2023-07-08 11:51:18,@atikapermanaaa,Orang gatahan panas main ke prj.. meleleh  baru masuk venue pala gue udh nyut nyutan ,1677540843140554753,https://twitter.com/@atikapermanaaa/status/1677540843140554753,orang tidak tahan panas main ke prj leleh baru masuk venue kepala aku sudah nyut nyut,1
78,0,0,0,2023-07-08 11:50:26,@cuddbluee,bitterwseet prj ngantri bgttt,1677540623803645953,https://twitter.com/@cuddbluee/status/1677540623803645953,bitterwseet prj antri banget,1
79,0,0,0,2023-07-08 11:48:47,@wndrsetiawan,Min  @PT_Transjakarta  tolong dibantu informasi kedatangan bus ke PRJ berangkat dr Halte Salemba Carolus,1677540206357118976,https://twitter.com/@wndrsetiawan/status/1677540206357118976,min tolong bantu informasi datang bus ke prj berangkat dari halte salemba carolus,0
80,0,0,0,2023-07-08 11:48:34,@ccheelsieeu,"haloo, cari jastip prj bnb samaa camille yg fee ny murah dong makaciw  #zonajajan #zonauang️ #zonaBU",1677540152460316672,https://twitter.com/@ccheelsieeu/status/1677540152460316672,haloo cari jastip prj bnb sama camille yang fee nya murah dong makaciw,1
81,0,0,0,2023-07-08 11:48:05,@rakbarrrrrrrr,nyesel ngga ke prj kemaren,1677540033707016193,https://twitter.com/@rakbarrrrrrrr/status/1677540033707016193,sesal enggak ke prj kemarin,1
82,0,2,0,2023-07-08 11:40:54,@JakartaFairID,"Selamat datang untuk Sobat JFK! Selamat berbelanja, ber-wisata kuliner, serta bersenang-senang dengan bermain aneka wahana di #JakartaFair2023!",1677538224296824833,https://twitter.com/@JakartaFairID/status/1677538224296824833,selamat datang untuk sobat jfk selamat belanja ber wisata kuliner serta senang senang dengan main aneka wahana di,0
83,0,1,0,2023-07-08 11:33:52,@lilyhasanah,Admin  @PT_Transjakarta   kalau mau ke PRJ dari halte Thamrin naik TJ yang nomor berapa ya?,1677536454887759872,https://twitter.com/@lilyhasanah/status/1677536454887759872,admin kalau mau ke prj dari halte thamrin naik tj yang nomor berapa iya,1
84,0,0,0,2023-07-08 11:31:26,@frhsj_,blocking fiony pas jakarta fair kemarin di lagu heavy rotation bener-bener ribet banget karna harus bolak balik ke depan belakang di jeda yang cuma sebentar ,1677535843874131969,https://twitter.com/@frhsj_/status/1677535843874131969,blocking fiony pas jakarta fair kemarin di lagu heavy rotation benar benar ribet banget karena harus bolak balik ke depan belakang di jeda yang cuma sebentar,0
85,0,3,0,2023-07-08 11:28:27,@crmelmachiat00,WOY PRJ JADI KAGA MINGDEPP  @latipuwu   @abiyyuspp   @pedjuangmimpi   @Skadeeh   @getfok,1677535092749799426,https://twitter.com/@crmelmachiat00/status/1677535092749799426,woy prj jadi kagak mingdepp,1
86,23,0,0,2023-07-08 11:12:32,@awraaxa,"btw, aransemen lagu ya udah di prj kemarin seruuu yaa. kekk catchy abiezzzz!!! sukakkkk ",1677531086124122112,https://twitter.com/@awraaxa/status/1677531086124122112,ngomong-ngomong aransemen lagu iya sudah di prj kemarin seru ya kayak catchy abiez suka,1
87,0,4,0,2023-07-08 11:10:15,@gppdon,"ke prj lagi kali ya, hmmm",1677530509088374784,https://twitter.com/@gppdon/status/1677530509088374784,ke prj lagi kali iya hm,1
88,0,0,0,2023-07-08 11:09:17,@aevelilaa,Jadi pengen ke prj lagi buat beli snack 10rban,1677530267148517377,https://twitter.com/@aevelilaa/status/1677530267148517377,jadi pengin ke prj lagi buat beli snack rban,1
89,0,1,0,2023-07-08 11:03:47,@yizhuofisipol,Prj anjg.... jakarta fair anjg... semua ajg...,1677528885238599680,https://twitter.com/@yizhuofisipol/status/1677528885238599680,prj anjing jakarta fair anjing semua anjing,0
90,0,0,0,2023-07-08 11:03:07,@trianawardani21,"Yang punya video  @UN1TY_Official  tampil semalam di jakarta fair bagi donk, g' bisa nonton soal.a beda provinsi",1677528717009223680,https://twitter.com/@trianawardani21/status/1677528717009223680,yang punya video tampil malam di jakarta fair bagi dong bisa tonton soal beda provinsi,1
