like,reply,retweet,time,username,text,status,tweet_link
0,1,0,2023-07-08T07:49:38.000Z,@Sillyiliy,"Dapet Tiket Konser Gratis di Jakarta Fair Kemayoran.  Di hari Jum’at pagi tuh temen kantor heboh ngajak ke PRJ / Pekan Raya Jakarta / Jakarta Fair, aku yg notabene suka cape kalo ke tempat rame awalny nolak tp akhirny mau ya sesekali katanya org kampung biar tau PRJ kek mana hmm",1677585722700881922,https://twitter.com/@Sillyiliy/status/1677585722700881922
0,1,0,2023-07-08T07:42:23.000Z,@nanasyyxx,ga sarapan nasi>>makan siang ga mood karena day1 period>>ngopi 3 botol di prj>>ga makan malem karena hectic abis dr prj>>tidur>>pagi jam 3 mual,1677583897402671104,https://twitter.com/@nanasyyxx/status/1677583897402671104
0,1,0,2023-07-08T07:42:06.000Z,@jwkiten,bayangin lagi ke prj eh malah dapet red day ,1677583824535056385,https://twitter.com/@jwkiten/status/1677583824535056385
2,1,0,2023-07-08T07:39:11.000Z,@chitattoo_,Siapa yang ke PRJ hari ini? (Akuuu),1677583088971575296,https://twitter.com/@chitattoo_/status/1677583088971575296
0,0,0,2023-07-08T07:29:09.000Z,@ruangjimin,"ke ragunan yu ke monas ajaa ke prj aja yu eh jangan ke tempat setan setan aja yu, kota tua  aissh keluarga ini memang banyak wancana nya",1677580563878907905,https://twitter.com/@ruangjimin/status/1677580563878907905
0,0,0,2023-07-08T07:27:37.000Z,@kharismadilaa,"Kalo open jastip PRJ 2023 terus pengirimannya dari Banjarnegara, Jawa Tengah. kira kira banyak yang mau ikut jastip ga ya? terus ntar purwokerto, purbalingga, sama banjarnegara udah aku kasih freeongkir jadi bayar fee jastip ajaa. Ada yg mau ga ya?",1677580180163018753,https://twitter.com/@kharismadilaa/status/1677580180163018753
0,0,0,2023-07-08T07:27:11.000Z,@sehunapiyak10,"Guys ada yang mau beli tiket Jakarta Fair buat Minggu 09 Juli 2023 gg? Aku salah pilih tanggal, kalo liat proof dm aja yaa #JakartaFair2023",1677580071148875776,https://twitter.com/@sehunapiyak10/status/1677580071148875776
0,0,0,2023-07-08T07:24:55.000Z,@jwkiten,pegel bgt abis main ke prj,1677579501713387520,https://twitter.com/@jwkiten/status/1677579501713387520
0,0,0,2023-07-08T07:24:38.000Z,@hariowcks,"Untung yaa masih sempet packing walaupun sibuk, yaudah sekarang tidur aja istirahat   @N_ShaniJKT48  btw lucu bgt sampe klarifikasi haha, awalnya yg di PRJ aku kira juga nangis sih tapi pas diliat lagi emg lap keringat  firasat ku sih keknya bakal nangis lgi nih di tour #PeShan",1677579431286820864,https://twitter.com/@hariowcks/status/1677579431286820864
0,0,0,2023-07-08T07:23:50.000Z,@Fais_KW,"Yaudah mumpung ada waktu buat tidur di manfaatkan dengan baik, selamat tidur hehe.  Gimana mau dateng cici aja gk ke Surabaya hehe.  Iya iya percaya cici waktu prj semalam ga nangis. Aman aja ci yang penting cici bahagia dan tenang.  @N_ShaniJKT48  #PeShan",1677579227120664576,https://twitter.com/@Fais_KW/status/1677579227120664576
0,1,0,2023-07-08T07:18:00.000Z,@jejugoreng,"gua pgn cerita dah, jadi tu, kmrn gua ke prj fm mng kan, nah pas mereka dtg tu gue kaget bgt, karna pada secantik itu, gua nangis njir, abis tu ada mba2 depan gua pake baju item kl gasalah, trs ka olivia notice gue, gue di tanya kenapa, trs sm mba2 baju item blg ""nangis"" terus -",1677577758598385664,https://twitter.com/@jejugoreng/status/1677577758598385664
0,0,0,2023-07-08T07:13:53.000Z,@0xs4sa,ak tdi tidur mimpi dijejelin setan yang di PRJ ituu ya Allah ya rabbi ,1677576723767128067,https://twitter.com/@0xs4sa/status/1677576723767128067
0,1,0,2023-07-08T07:08:10.000Z,@byulswork,tolong lah efek event beauty di prj sama 7.7 ini aku udh boros bngt cekout mekap mulu mana jajan leot mulu lgi ,1677575285557047299,https://twitter.com/@byulswork/status/1677575285557047299
0,0,0,2023-07-08T07:06:02.000Z,@putrichuuu,Sabtu minggu kemaren main. Senin mam sushi tei di gi. Selasa dirumah. Rabu ke PRJ. Kamis dirumah. Jum'at badminton+nongkrong. Sabtu sekarang ke bogor. Badan sama dompet gue ga karuaann,1677574748568702978,https://twitter.com/@putrichuuu/status/1677574748568702978
0,0,0,2023-07-08T06:54:31.000Z,@nothertime_,Mau prj date,1677571851156090881,https://twitter.com/@nothertime_/status/1677571851156090881
0,2,0,2023-07-08T06:53:15.000Z,@KokuMONTGOMERY,Mau sungkem sama setel lagu Taylor di PRJ deket tempat kuliner.,1677571530908389381,https://twitter.com/@KokuMONTGOMERY/status/1677571530908389381
0,0,0,2023-07-08T06:51:29.000Z,@renjuneiei,YES KE PRJ,1677571086966489088,https://twitter.com/@renjuneiei/status/1677571086966489088
0,0,0,2023-07-08T06:50:54.000Z,@fzlvve,aku mau ke prj,1677570941638045697,https://twitter.com/@fzlvve/status/1677570941638045697
0,0,0,2023-07-08T06:46:03.000Z,@kompuater,prj masih rame ga sih?,1677569718658666496,https://twitter.com/@kompuater/status/1677569718658666496
0,1,0,2023-07-08T06:45:12.000Z,@sIeepinprinceee,PRJ ZERU BGT???,1677569506863112193,https://twitter.com/@sIeepinprinceee/status/1677569506863112193
0,0,0,2023-07-08T06:41:41.000Z,@powerenjeremas,Siap² ke PRJ,1677568620174639106,https://twitter.com/@powerenjeremas/status/1677568620174639106
0,0,0,2023-07-08T06:41:29.000Z,@everyone_woohoo,W diajakin ke PRJ lagi ya Allah udh 2 kali kesana,1677568570560253952,https://twitter.com/@everyone_woohoo/status/1677568570560253952
0,0,0,2023-07-08T06:37:59.000Z,@iyandodolipet,Ke Prj yuuukkk nonton konserrr,1677567688263237633,https://twitter.com/@iyandodolipet/status/1677567688263237633
0,4,0,2023-07-08T06:34:32.000Z,@inkedscent,gue ilang di prj bangsattt,1677566821850034178,https://twitter.com/@inkedscent/status/1677566821850034178
0,0,2,2023-07-08T06:31:00.000Z,@elleminerale,open jastip prj #zonauang #zonaprj,1677565932221386752,https://twitter.com/@elleminerale/status/1677565932221386752
0,0,0,2023-07-08T06:26:27.000Z,@myloveforthv,udh khatam gue klo ke prj,1677564784915681280,https://twitter.com/@myloveforthv/status/1677564784915681280
1,1,0,2023-07-08T06:16:32.000Z,@yametkudasi69,Anjir prj panas bgtt mana sendirian,1677562289548058624,https://twitter.com/@yametkudasi69/status/1677562289548058624
0,0,0,2023-07-08T06:15:38.000Z,@peanutbubs,ke jakarta fair makan nya tetep shihlin karna BINGUNG banget segala penuuuuh,1677562065928740864,https://twitter.com/@peanutbubs/status/1677562065928740864
0,0,0,2023-07-08T06:11:49.000Z,@safeeea_,Rekor bgt ini gue ke prj udah 5kali,1677561103394689025,https://twitter.com/@safeeea_/status/1677561103394689025
0,1,0,2023-07-08T06:08:15.000Z,@SINDOnews,"Tinggal 8 hari menuju pentupan Jakarta Fair Kemayoran. Siapa yang udah jalan-jalan, hunting diskon, beli chiki, makan kerak telor dan nonton konsernya? Malam nanti Jakarta Fair Music Concert akan kembali dimeriahkan Tony Q Rastafara ditemani Dhyo Haw, Foru dan Slurr.",1677560208061767682,https://twitter.com/@SINDOnews/status/1677560208061767682
0,0,0,2023-07-08T06:02:46.000Z,@booblee616,Prj rame tp keknya akan lbh rame ntar sore,1677558826562908160,https://twitter.com/@booblee616/status/1677558826562908160
1,0,0,2023-07-08T06:01:29.000Z,@nigritude_,"Kenapa temen gue pada males kalo diajakin ngebolang naek transport umum such as krl, mrt...kadang pada milih ""bareng gue aja naek mobil""  Bro lu harus romantisasi naek krl, mrt, TJ terus makan di minimarket biar kek di Kr/Jp anjir. Naek mobil di Jkt apalagi musim PRJ is suck af",1677558502657761282,https://twitter.com/@nigritude_/status/1677558502657761282
0,0,0,2023-07-08T06:01:20.000Z,@kyungkkyungg,"Kemarin pun kalo bukan buat ngehibur dia ga bakal mau ke prj, no matter how much I ask",1677558465613672448,https://twitter.com/@kyungkkyungg/status/1677558465613672448
0,0,0,2023-07-08T06:01:17.000Z,@seoleluna,"Ke PRJ. Orang nenteng chiki, gue nenteng bakpia, kaldu jamur, perlengkapan rumah",1677558451499835393,https://twitter.com/@seoleluna/status/1677558451499835393
1,2,0,2023-07-08T06:00:29.000Z,@agannyi,Ayo kita ke jakarta fair...,1677558252417200134,https://twitter.com/@agannyi/status/1677558252417200134
0,0,0,2023-07-08T05:58:26.000Z,@cencorangkayang,Pengin ke prj wkwk,1677557736341659648,https://twitter.com/@cencorangkayang/status/1677557736341659648
0,1,0,2023-07-08T05:57:20.000Z,@najmattoriq,foto prj bagus bagus bgt coy,1677557458351575041,https://twitter.com/@najmattoriq/status/1677557458351575041
0,2,0,2023-07-08T05:55:33.000Z,@hyuckplaces,"gue tanya ya ni buat semua orang, EMANG ADA APAAN ANJRIT DI PRJ??? STOP BGT BUAT SEMUA JALAN MERAH DARAH ALIAS MACET DIMANA MANAAAAAA. pantat gue pegel .",1677557011989553152,https://twitter.com/@hyuckplaces/status/1677557011989553152
0,0,0,2023-07-08T05:53:37.000Z,@jessgyuwon,ADA YG MAU JASTIP PRJ? Aku lgi di prj sampe jem 9 mlm aja ni! Fee around 5-10k (khusus helm 15k). Yg mau bsa dm aku buat join grup ya,1677556525303496704,https://twitter.com/@jessgyuwon/status/1677556525303496704
0,0,0,2023-07-08T05:50:56.000Z,@mponsua,saran gw hrs bli ap di prj,1677555849110388737,https://twitter.com/@mponsua/status/1677555849110388737
0,0,0,2023-07-08T05:45:20.000Z,@CitizensMills,Prj rame gasi gays? Pgn kesana nih,1677554440264613890,https://twitter.com/@CitizensMills/status/1677554440264613890
1,0,0,2023-07-08T05:42:48.000Z,·,kesampean jg beli jeans levis di prj HAHAHAHAHAHA,1677553800767479809,https://twitter.com/·/status/1677553800767479809
0,0,0,2023-07-08T05:31:33.000Z,@tasyasyafa29,Kemarin pas di PRJ banyak banget fansnya Freya ,1677550970115620864,https://twitter.com/@tasyasyafa29/status/1677550970115620864
0,0,0,2023-07-08T05:22:41.000Z,@JakartaFairID,"Mimin juga gak akan pernah bosan untuk selalu memberikan himbauan bahwa kebersihan #JakartaFair2023 adalah tanggung jawab kita semua.  Maka dari itu, penting untuk menjaga kebersihan agar kita semua merasa nyaman saat berkunjung ke #JakartaFair!",1677548739622481920,https://twitter.com/@JakartaFairID/status/1677548739622481920
0,0,0,2023-07-08T05:19:47.000Z,@jaeminkue,prj rame bgt anjrit energiku habis duluan,1677548011126427648,https://twitter.com/@jaeminkue/status/1677548011126427648
0,1,0,2023-07-08T05:14:51.000Z,@yamasakitu,"Gw kerja di marketing Dimana proses procure brosur itu lewat gw dulu, fyi, untuk brosur ukuran A4 itu Rp 5000- belasan rebu per lembar, jadi manteman kalo ke PRJ atau semacamnya, bole diusahakan gak ambil brosur random yang ga dibutuhkan bgt, ngurangin sampah juga kan",1677546770170281984,https://twitter.com/@yamasakitu/status/1677546770170281984
0,1,0,2023-07-08T05:14:43.000Z,@internetf4mouss,anjir hari ini w diajakin ke prj aslinya mah skip bgt tapi yaudah daripada bingung mo kemana,1677546734581616642,https://twitter.com/@internetf4mouss/status/1677546734581616642
0,0,0,2023-07-08T05:09:52.000Z,@forrrreg,prj dpt parkir ga ya,1677545515075141632,https://twitter.com/@forrrreg/status/1677545515075141632
0,1,0,2023-07-08T04:51:18.000Z,@atikapermanaaa,Orang gatahan panas main ke prj.. meleleh  baru masuk venue pala gue udh nyut nyutan ,1677540843140554753,https://twitter.com/@atikapermanaaa/status/1677540843140554753
0,0,0,2023-07-08T04:50:26.000Z,@cuddbluee,bitterwseet prj ngantri bgttt,1677540623803645953,https://twitter.com/@cuddbluee/status/1677540623803645953
0,0,0,2023-07-08T04:48:47.000Z,@wndrsetiawan,Min  @PT_Transjakarta  tolong dibantu informasi kedatangan bus ke PRJ berangkat dr Halte Salemba Carolus,1677540206357118976,https://twitter.com/@wndrsetiawan/status/1677540206357118976
0,0,0,2023-07-08T04:48:34.000Z,@ccheelsieeu,"haloo, cari jastip prj bnb samaa camille yg fee ny murah dong makaciw  #zonajajan #zonauang️ #zonaBU",1677540152460316672,https://twitter.com/@ccheelsieeu/status/1677540152460316672
0,0,0,2023-07-08T04:48:05.000Z,@rakbarrrrrrrr,nyesel ngga ke prj kemaren,1677540033707016193,https://twitter.com/@rakbarrrrrrrr/status/1677540033707016193
0,2,0,2023-07-08T04:40:54.000Z,@JakartaFairID,"Selamat datang untuk Sobat JFK! Selamat berbelanja, ber-wisata kuliner, serta bersenang-senang dengan bermain aneka wahana di #JakartaFair2023!",1677538224296824833,https://twitter.com/@JakartaFairID/status/1677538224296824833
0,1,0,2023-07-08T04:33:52.000Z,@lilyhasanah,Admin  @PT_Transjakarta   kalau mau ke PRJ dari halte Thamrin naik TJ yang nomor berapa ya?,1677536454887759872,https://twitter.com/@lilyhasanah/status/1677536454887759872
0,0,0,2023-07-08T04:31:26.000Z,@frhsj_,blocking fiony pas jakarta fair kemarin di lagu heavy rotation bener-bener ribet banget karna harus bolak balik ke depan belakang di jeda yang cuma sebentar ,1677535843874131969,https://twitter.com/@frhsj_/status/1677535843874131969
0,3,0,2023-07-08T04:28:27.000Z,@crmelmachiat00,WOY PRJ JADI KAGA MINGDEPP  @latipuwu   @abiyyuspp   @pedjuangmimpi   @Skadeeh   @getfok,1677535092749799426,https://twitter.com/@crmelmachiat00/status/1677535092749799426
23,0,0,2023-07-08T04:12:32.000Z,@awraaxa,"btw, aransemen lagu ya udah di prj kemarin seruuu yaa. kekk catchy abiezzzz!!! sukakkkk ",1677531086124122112,https://twitter.com/@awraaxa/status/1677531086124122112
0,4,0,2023-07-08T04:10:15.000Z,@gppdon,"ke prj lagi kali ya, hmmm",1677530509088374784,https://twitter.com/@gppdon/status/1677530509088374784
0,0,0,2023-07-08T04:09:17.000Z,@aevelilaa,Jadi pengen ke prj lagi buat beli snack 10rban,1677530267148517377,https://twitter.com/@aevelilaa/status/1677530267148517377
0,1,0,2023-07-08T04:03:47.000Z,@yizhuofisipol,Prj anjg.... jakarta fair anjg... semua ajg...,1677528885238599680,https://twitter.com/@yizhuofisipol/status/1677528885238599680
0,0,0,2023-07-08T04:03:07.000Z,@trianawardani21,"Yang punya video  @UN1TY_Official  tampil semalam di jakarta fair bagi donk, g' bisa nonton soal.a beda provinsi",1677528717009223680,https://twitter.com/@trianawardani21/status/1677528717009223680
1,0,0,2023-07-08T03:56:58.000Z,@ohhafi,Ke PRJ yuk,1677527166832218113,https://twitter.com/@ohhafi/status/1677527166832218113
0,1,0,2023-07-08T03:51:51.000Z,@venicechics,ke prj atau nonton the childe ya,1677525881466818568,https://twitter.com/@venicechics/status/1677525881466818568
0,0,0,2023-07-08T03:51:24.000Z,@caramel54098482,Hihihihi bahagia banget 1 Hari sebelum ultah ketemu oshi sekaligus di PRJ semua,1677525766467379201,https://twitter.com/@caramel54098482/status/1677525766467379201
0,0,0,2023-07-08T03:51:00.000Z,@jaringanprima,"Yang masih meriahin Jakarta Fair, jangan lupa top-up OVO kamu lewat JakONE by Bank DKI biar makin gampang pesan ojek online! #MudahPakaiPRIMA",1677525665346887680,https://twitter.com/@jaringanprima/status/1677525665346887680
0,0,0,2023-07-08T03:48:43.000Z,@strawberryou__,bakso afung di prj masi dapet mangkok ga ya?,1677525090714681344,https://twitter.com/@strawberryou__/status/1677525090714681344
0,0,0,2023-07-08T03:45:51.000Z,@Erwinnarif,"Loh sama ce aku jam 01:30 gk bisa tidur gara"" prj tdi tidurnya kaya merasa capek gitu dan sekarang ngantuk bgt semangat ya buat tour kmu  @A_FionyJKT48  #FionyMail",1677524371710283777,https://twitter.com/@Erwinnarif/status/1677524371710283777
0,1,0,2023-07-08T03:40:39.000Z,@Perkutut_Kentut,PRJ  Sepertinya Asyik,1677523063116812288,https://twitter.com/@Perkutut_Kentut/status/1677523063116812288
0,0,0,2023-07-08T03:35:53.000Z,·,Dipaksa mama ke PRJ. Wish us luck deh! ,1677521861272571906,https://twitter.com/·/status/1677521861272571906
0,5,0,2023-07-08T03:33:08.000Z,@MassGemss,Ada barang yg mau dibeli ngga di PRJ?,1677521168633577473,https://twitter.com/@MassGemss/status/1677521168633577473
0,0,0,2023-07-08T03:22:38.000Z,@LindungiBumi_,"Pagi-pagi udah banyak yg kena limit efek like foto-foto event prj. Belum nanti di solo sama bandung. Wah, bakalan ga bisa ngapa-ngapain.  Apalagi nanti tour tuh?",1677518529778831360,https://twitter.com/@LindungiBumi_/status/1677518529778831360
0,0,0,2023-07-08T03:20:01.000Z,@JUALAN_BASE,JB Halo guys aku mau open jastip PRJ batch 3 nih pergi besok minggu. Yang mau masuk grup bisa langsung dm @..profilneed yaa,1677517867800236032,https://twitter.com/@JUALAN_BASE/status/1677517867800236032
0,1,0,2023-07-08T03:09:49.000Z,@megalod0n___,PRJ kok jam segini udah rame bgt????,1677515302593241088,https://twitter.com/@megalod0n___/status/1677515302593241088
0,0,0,2023-07-08T02:49:02.000Z,@marceliarisma,prj susah sinyal anj ,1677510070240956416,https://twitter.com/@marceliarisma/status/1677510070240956416
0,0,0,2023-07-08T02:48:53.000Z,@blueterrflies,Siapa ke prj,1677510036535537664,https://twitter.com/@blueterrflies/status/1677510036535537664
0,0,0,2023-07-08T02:47:55.000Z,@glamourSagi,bu. aku mau liat km ke ancol tp mmku nyuruh ny k prj mmx,1677509790447312896,https://twitter.com/@glamourSagi/status/1677509790447312896
0,0,0,2023-07-08T02:44:09.000Z,@y6ige47jff,"knp si prj ngantri bgt, kan kebelet boker :(",1677508843411238912,https://twitter.com/@y6ige47jff/status/1677508843411238912
0,0,0,2023-07-08T02:44:02.000Z,@haebaragia,Masa gua ke prj sendirian sih. ,1677508812180430848,https://twitter.com/@haebaragia/status/1677508812180430848
0,0,0,2023-07-08T02:41:46.000Z,@eta_baguss,"makasih cici  @N_ShaniJKT48  semalem di prj nya, aku seneng bisa ngeliat cici",1677508245035036673,https://twitter.com/@eta_baguss/status/1677508245035036673
0,1,0,2023-07-08T02:37:43.000Z,@ciciharyanti_,semalam ke jakarta fair cuma nonton  @officialJKT48,1677507222467940356,https://twitter.com/@ciciharyanti_/status/1677507222467940356
0,0,0,2023-07-08T02:29:45.000Z,@srfbrynt,"Mendadak dinas luar kota padahal udah janjian ke PRJ hari ini, tapi dikasih duit jajan buat belanja sendiri, bapak satu ini yaaaa duuuhhh ",1677505219796807680,https://twitter.com/@srfbrynt/status/1677505219796807680
0,0,0,2023-07-08T02:26:04.000Z,@cendolkenyal,Mau ke PRJ lagi cuma mau nuker kupon yg blm sempet ditukerin ,1677504291064680448,https://twitter.com/@cendolkenyal/status/1677504291064680448
0,1,0,2023-07-08T02:24:13.000Z,@itoushy,line up prj suka banget pls,1677503828407767040,https://twitter.com/@itoushy/status/1677503828407767040
0,0,0,2023-07-08T02:15:30.000Z,@67_filbert,yang uda sampe prj kabarin donk rame ga,1677501634480607234,https://twitter.com/@67_filbert/status/1677501634480607234
0,0,0,2023-07-08T02:14:36.000Z,@Muhamma53373620,Ada yang dapet momen duo  @A_FionyJKT48   @Freya_JKT48   gak pas prj,1677501408617037825,https://twitter.com/@Muhamma53373620/status/1677501408617037825
0,0,0,2023-07-08T02:05:06.000Z,@the0311project,ke prj ga ya,1677499015125159937,https://twitter.com/@the0311project/status/1677499015125159937
0,1,0,2023-07-08T01:53:24.000Z,@mengajukan,"memang benar, semua akan perunggu pada waktunya. nyesel cok semalem gak nonton di prj, sampai berjumpa di gigs bulan agustus deh ya",1677496069654196224,https://twitter.com/@mengajukan/status/1677496069654196224
2,0,0,2023-07-08T01:45:40.000Z,@JakartaFairID,"Selamat pagi Sobat JFK! Semoga saat weekend, kamu semakin keren! Apalagi ditambah dengan mengunjungi #JakartaFair2023, pasti hari Sabtumu semakin luar biasa!  Selamat berakhir pekan ya Sobat JFK!",1677494125321678853,https://twitter.com/@JakartaFairID/status/1677494125321678853
0,0,0,2023-07-08T01:35:48.000Z,@wookeok,PRJ CEPAT SELESAI FLIS,1677491640582422528,https://twitter.com/@wookeok/status/1677491640582422528
0,0,0,2023-07-08T01:35:33.000Z,@wookeok,pagi pagi buta ke prj disuruh koor anjayy,1677491581337870336,https://twitter.com/@wookeok/status/1677491581337870336
0,0,0,2023-07-08T01:35:14.000Z,@jirokumaww,Pagiii. Waduuuh habis jakarta fair lanjut shooting!? Itu malam banget gak sih Ge  Kasian amat belum sempat tidur  Pantes muka bantal  Btw safe flight yaa. Semoga bisa istirahat    @S_GraciaJKT48  #GREply,1677491501155356672,https://twitter.com/@jirokumaww/status/1677491501155356672
0,0,0,2023-07-08T01:28:25.000Z,@zheiskulss,Pengin ke prj sampe kebawa mimpi ,1677489783474618368,https://twitter.com/@zheiskulss/status/1677489783474618368
0,0,0,2023-07-08T01:26:55.000Z,@irfannhhh,"yg di daerah jakarta barat, barengan nonton juicy luicy yuk di prj",1677489408906493954,https://twitter.com/@irfannhhh/status/1677489408906493954
0,0,0,2023-07-08T01:25:26.000Z,@tayummy_,taeyong ke prj trs kebetulan gua lagi ke seno,1677489034988494848,https://twitter.com/@tayummy_/status/1677489034988494848
0,0,0,2023-07-08T01:24:48.000Z,@archangelasekar,"Pengen ke prj deh, tapi rame banget ya kalo weekend? ",1677488874535407616,https://twitter.com/@archangelasekar/status/1677488874535407616
